CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Credit_Limit,Date_Leave,Months_Inactive,Contacts_Count,Total_Revolving_Bal,Total_Trans_Ct,Avg_Open_To_Buy,Avg_Utilization_Ratio,Trans_Amount,Revenue,Country,Province,City,Date,Year,Quarter,Month,Transaction_Category,Transaction_Subcategory
708252108,Existing Customer,64,M,0,College,Single,$40K - $60K,Silver,65,6,7362,"none,2019",6,4,2897,109,5455,0.1945,3578,101.358456,Myanmar,Naypyidaw,Lewe Township,,,,,Utility,Electricity Bill
708162558,Existing Customer,64,F,0,High School,Married,$40K - $60K,Blue,54,6,3250,"none,2018",4,4,3330,113,1258,0.5115,2691.3856,74.569832,Brunei,Tutong,Tutong Town,,,,,Bank,ATM Withdrawal
711840408,Existing Customer,64,M,0,College,Married,Less than $40K,Blue,55,5,2492,"none,2018",4,8,1953,63,1068,0.3905,1795.3792,51.037396,Thailand,Chiang Mai,Doi Saket,,,,,Retail,Clothing Store
713536158,Existing Customer,64,M,1,College,Married,Less than $40K,Blue,68,5,4189,"none,2019",3,4,422,51,4189,0.05,3109,90.165302,Brunei,Brunei-Muara,Kuala Belait,,,,,Bank,Credit Card Payment
709662708,Attrited Customer,64,M,1,High School,Married,$40K - $60K,Blue,65,3,3506,"Q2,2019",4,6,3028,144,1902,0.434,2562,73.197,Malaysia,Kedah,Kulim,4/2/2019,2019,2,April,Retail,Sporting Goods
710903358,Existing Customer,64,F,0,College,Single,$40K - $60K,Silver,55,5,6352,"none,2018",3,2,2191,170,4966,0.174,4011.4848,113.796924,Laos,Vientiane,Sikhottabong,,,,,Bank,Credit Card Payment
710947683,Existing Customer,64,F,0,Graduate,Married,Less than $40K,Silver,63,6,4920,"none,2019",7,2,1909,44,3778,0.196,3359,94.067112,Myanmar,Naypyidaw,Tatkon Township,,,,,Retail,Electronics Store
711076533,Existing Customer,64,M,0,College,Divorced,$40K - $60K,Silver,42,5,9706,"none,2018",8,4,2211,82,7738,0.1165,3666,101.18652,Vietnam,Ho Chi Minh City,District 3,,,,,Utility,Water Bill
711238908,Existing Customer,64,F,0,College,Single,$40K - $60K,Silver,54,6,7699,"none,2018",6,4,3169,133,5941,0.204,3015.1744,83.628622,Myanmar,Naypyidaw,Ottarathiri Township,,,,,Retail,Electronics Store
711525033,Existing Customer,64,F,0,High School,Married,$40K - $60K,Blue,54,3,3171,"none,2018",9,4,2531,141,992,0.3985,2817,77.006195,Philippines,Central Luzon,Mabalacat,,,,,Retail,Sporting Goods
710850633,Existing Customer,64,M,0,High School,Single,$40K - $60K,Blue,65,3,2507,"none,2019",5,4,1917,169,894,0.3815,2450.904,68.13938,Laos,Luang Prabang,Nongkhiaw,,,,,Utility,Gas Bill
711659958,Existing Customer,64,F,0,Graduate,Married,$40K - $60K,Blue,56,4,2692,"none,2018",5,2,2786,76,823,0.517,2477,70.085604,Laos,Vientiane,Sisattanak,,,,,Bank,Deposit
711795633,Existing Customer,64,M,0,College,Single,$40K - $60K,Blue,52,3,3675,"none,2018",9,8,783,81,3675,0.105,2091,58.559562,Malaysia,Johor,Batu Pahat,,,,,Bank,Credit Card Payment
710523333,Existing Customer,64,M,0,Graduate,Married,$40K - $60K,Blue,68,6,2541,"none,2019",6,4,2140,100,925,0.423,1853.6064,52.506408,Cambodia,Siem Reap,Banteay Srei,,,,,Retail,Sporting Goods
710821833,Existing Customer,64,M,1,Graduate,Married,$40K - $60K,Silver,66,6,9095,"none,2019",2,6,1943,102,7508,0.107,3216,93.273924,Indonesia,Jawa Tengah,Magelang,,,,,Utility,Gas Bill
710458758,Existing Customer,64,F,0,Graduate,Married,Less than $40K,Blue,53,5,4161,"none,2018",9,10,3562,48,1670,0.4295,2730,77.44263,Malaysia,Selangor,Seri Kembangan,,,,,Retail,Sporting Goods
710687508,Existing Customer,64,M,0,High School,Married,$40K - $60K,Blue,56,6,2621,"none,2018",4,2,2328,103,763,0.4445,2684,76.90188,Vietnam,Hanoi,Ba Đình,,,,,Utility,Electricity Bill
710522433,Existing Customer,64,M,0,Graduate,Married,Less than $40K,Blue,58,3,2416,"none,2019",3,4,2430,131,917,0.505,2629.7072,74.674036,Thailand,Bangkok,Pom Prap Sattru Phai,,,,,Bank,Deposit
710749458,Attrited Customer,64,F,0,Graduate,Married,$40K - $60K,Silver,65,4,5462,"Q2,2019",2,6,2698,86,3598,0.2455,3131,89.585445,Cambodia,Sihanoukville,Preah Sihanouk,6/25/2019,2019,2,June,Bank,ATM Withdrawal
720247158,Existing Customer,63,M,0,Graduate,Single,$40K - $60K,Silver,48,6,7108,"none,2019",8,4,1246,96,6508,0.087,4550,128.248782,Cambodia,Phnom Penh,Chroy Changvar,,,,,Bank,Deposit
721011858,Existing Customer,63,M,1,Graduate,Married,Less than $40K,Blue,64,6,1500,"none,2019",4,6,400,130,1438.3,0.135,2265.824,64.11712,Vietnam,Da Nang,Sơn Trà,,,,,Bank,ATM Withdrawal
719961183,Existing Customer,63,F,0,High School,Married,Less than $40K,Blue,53,5,2271,"none,2018",6,4,2316,109,993,0.5115,4860.0656,137.748932,Malaysia,Johor,Johor Bahru,,,,,Utility,Gas Bill
764496708,Existing Customer,63,F,2,College,Married,Less than $40K,Blue,59,2,2000,"none,2019",8,6,588,191,1997,0.145,4589,130.524513,Brunei,Brunei-Muara,Kuala Belait,,,,,Bank,Credit Card Payment
778724058,Existing Customer,63,M,0,Graduate,Single,$40K - $60K,Silver,49,5,5905,"none,2018",6,6,1865,176,5179,0.1565,5950,170.644628,Vietnam,Ho Chi Minh City,District 10,,,,,Retail,Bookstore
766006758,Existing Customer,63,M,1,High School,Married,$60K - $80K,Silver,56,3,7216,"none,2018",7,8,2971,145,4895,0.206,3788,106.055442,Singapore,North Region,Marsiling,,,,,Retail,Clothing Store
771649083,Existing Customer,63,M,0,College,Married,$60K - $80K,Silver,51,3,10257,"none,2018",7,8,1451,75,9236,0.07,9837,267.910068,Vietnam,Hanoi,Long Biên,,,,,Retail,Clothing Store
719749083,Existing Customer,63,M,0,Graduate,Single,$40K - $60K,Silver,54,5,7098,"none,2018",8,0,3615,159,4874,0.2565,6024,167.86116,Malaysia,Selangor,Kajang,,,,,Retail,Electronics Store
719294433,Existing Customer,63,F,1,College,Single,$60K - $80K,Gold,55,4,16312,"none,2018",3,2,942,102,15792,0.031,9062,261.1728,Thailand,Phuket,Ko Yao,,,,,Utility,Gas Bill
719504433,Existing Customer,63,M,0,Graduate,Single,$60K - $80K,Gold,54,4,18064,"none,2018",7,6,2117,135,16369,0.057,13650,375.90924,Philippines,Metro Manila,Pasay,,,,,Retail,Sporting Goods
719431608,Existing Customer,63,F,0,College,Married,Less than $40K,Blue,53,6,3118,"none,2018",3,8,1946,63,1590,0.31,5499,158.150522,Philippines,Calabarzon,Calamba,,,,,Bank,Deposit
719337408,Existing Customer,63,M,0,High School,Married,$40K - $60K,Blue,48,6,2567,"none,2019",7,6,418,71,2567,0.08,3696,103.623978,Singapore,North Region,Bishan,,,,,Bank,ATM Withdrawal
719051733,Existing Customer,63,M,0,College,Single,$40K - $60K,Blue,51,4,2706,"none,2018",7,2,2006,151,1817,0.3695,5382,152.371275,Singapore,Central Region,Clementi,,,,,Bank,Credit Card Payment
717886008,Existing Customer,63,M,1,High School,Single,$40K - $60K,Silver,51,5,6102,"none,2018",6,4,999,155,6102,0.08,5787,163.493912,Indonesia,Jawa Timur,Kediri,,,,,Retail,Clothing Store
717648783,Existing Customer,63,M,2,Graduate,Married,$60K - $80K,Silver,63,4,6922,"none,2019",3,6,2567,67,5218,0.183,4689,136.293129,Cambodia,Sihanoukville,Kampong Kdei,,,,,Retail,Bookstore
779070033,Existing Customer,63,F,0,College,Single,Less than $40K,Blue,56,3,1938,"none,2019",7,4,952,178,1938,0.245,4908.1968,136.182546,Vietnam,Ho Chi Minh City,Bình Thạnh,,,,,Retail,Bookstore
717622308,Existing Customer,63,F,0,High School,Single,$40K - $60K,Blue,48,4,2074,"none,2019",6,6,2121,145,386,0.512,5609,159.298996,Philippines,Calabarzon,Santa Rosa,,,,,Bank,Credit Card Payment
714377058,Attrited Customer,63,F,1,Uneducated,Single,Less than $40K,Blue,36,3,1896,"Q2,2018",3,4,0,50,1896,0,3788,107.958,Brunei,Belait,Sungai Teraban,4/3/2018,2018,2,April,Bank,Online Transfer
716056158,Attrited Customer,63,M,0,Graduate,Single,$60K - $80K,Silver,51,3,11619,"Q2,2018",3,3,0,49,11619,0,2281,65.0085,Brunei,Tutong,Sungai Basong,6/8/2018,2018,2,June,Bank,ATM Withdrawal
809164083,Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Blue,56,2,2619,"none,2018",2,4,2758,122,840,0.5245,14580.7168,415.279834,Vietnam,Da Nang,Hòa Vang,,,,,Bank,Credit Card Payment
813200058,Existing Customer,63,M,0,Graduate,Married,$40K - $60K,Silver,56,4,6500,"none,2018",4,10,2645,54,4714,0.2025,16508,473.148808,Myanmar,Mandalay,Amarapura,,,,,Utility,Water Bill
819189108,Existing Customer,63,M,0,College,Single,$60K - $80K,Silver,56,6,9033,"none,2018",8,4,656,139,9033,0.035,15305,435.856074,Cambodia,Sihanoukville,Stueng Hav,,,,,Utility,Internet Bill
717551358,Existing Customer,63,M,0,Graduate,Married,$40K - $60K,Blue,55,4,3556,"none,2018",1,8,3635,82,1039,0.509,5016,144.356182,Myanmar,Mandalay,Patheingyi,,,,,Bank,Online Transfer
717103758,Attrited Customer,63,M,0,College,Married,$60K - $80K,Gold,55,5,18550,"Q4,2018",0,2,0,42,18550,0,4919,140.1915,Laos,Vientiane,Chanthabouly,12/3/2018,2018,4,December,Utility,Gas Bill
720529308,Attrited Customer,63,M,0,High School,Single,Less than $40K,Blue,48,5,1856,"Q2,2018",3,1,0,46,1856,0,5056,144.096,Singapore,Central Region,Clementi,4/30/2018,2018,2,April,Retail,Sporting Goods
772286658,Attrited Customer,63,M,1,Graduate,Single,$60K - $80K,Silver,52,6,14324,"Q3,2018",4,3,2507,56,11817,0.175,1953,53.951625,Myanmar,Mandalay,Chanmyathazi,7/14/2018,2018,3,July,Utility,Electricity Bill
817332483,Attrited Customer,63,M,0,College,Single,$40K - $60K,Silver,47,6,7306,"Q2,2018",4,3,0,43,7306,0,14802,421.857,Malaysia,Johor,Kluang,4/16/2018,2018,2,April,Utility,Gas Bill
817977933,Attrited Customer,63,F,0,Graduate,Single,Less than $40K,Blue,56,5,1931,"Q4,2018",6,3,1531,48,400,0.793,15505,441.8925,Brunei,Brunei-Muara,Jerudong,12/12/2018,2018,4,December,Retail,Clothing Store
822955008,Attrited Customer,63,M,1,Graduate,Single,$60K - $80K,Silver,56,3,9569,"Q2,2018",3,2,0,49,9569,0,13756,392.046,Philippines,Metro Manila,Makati,4/28/2018,2018,2,April,Bank,Online Transfer
900201740,Existing Customer,63,M,0,College,Single,$60K - $80K,Silver,33,6,7306,"none,2019",2,3,323,52,7306,0.04,578.144,16.08572,Myanmar,Naypyidaw,Tatkon Township,,,,,Utility,Electricity Bill
806179683,Existing Customer,63,F,1,College,Single,Less than $40K,Blue,56,5,3071,"none,2018",7,4,2587,108,1027,0.423,16118,457.939584,Malaysia,Kedah,Jitra,,,,,Retail,Sporting Goods
789337233,Existing Customer,63,M,1,Graduate,Married,Less than $40K,Blue,53,6,2880,"none,2018",10,4,2942,119,518,0.51,8467,239.845455,Cambodia,Sihanoukville,Kampong Thom,,,,,Bank,Credit Card Payment
788866983,Existing Customer,63,F,0,Uneducated,Single,Less than $40K,Blue,48,5,1438.3,"none,2018",8,2,745,156,1438.3,0.185,5286,150.656328,Brunei,Brunei-Muara,Muara,,,,,Bank,Credit Card Payment
787481208,Existing Customer,63,F,1,College,Married,$40K - $60K,Blue,34,1,2762,"none,2018",4,2,2508,170,969,0.4545,5905,169.923402,Philippines,Calabarzon,Biñan,,,,,Utility,Internet Bill
780557658,Attrited Customer,63,F,0,College,Married,$40K - $60K,Silver,66,5,11827,"Q1,2019",6,4,585,131,11827,0.025,7387,212.4525,Philippines,Metro Manila,Pasig,1/23/2019,2019,1,January,Bank,ATM Withdrawal
780237033,Existing Customer,63,F,1,Graduate,Married,$40K - $60K,Blue,49,3,3141,"none,2018",4,6,2470,64,1322,0.3945,3357.2464,94.249708,Vietnam,Ho Chi Minh City,District 5,,,,,Utility,Gas Bill
711802758,Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Silver,65,4,6128,"none,2019",4,4,2405,133,4233,0.1945,4814,135.712141,Indonesia,Jawa Barat,Bekasi,,,,,Utility,Gas Bill
711775383,Existing Customer,63,M,1,Graduate,Single,Less than $40K,Blue,36,6,2466,"none,2018",4,8,477,136,2466,0.095,3814,109.0128,Brunei,Belait,Sungai Duhon,,,,,Retail,Clothing Store
711750183,Existing Customer,63,F,2,Graduate,Divorced,$60K - $80K,Gold,67,4,15987,"none,2019",2,6,2649,131,14642,0.082,8105,238.151606,Vietnam,Ho Chi Minh City,District 5,,,,,Retail,Sporting Goods
711112683,Existing Customer,63,F,1,College,Married,Less than $40K,Blue,36,6,3967,"none,2018",4,6,2359,61,2399,0.2975,3865,111.975188,Thailand,Bangkok,Pathum Wan,,,,,Utility,Electricity Bill
710915358,Attrited Customer,63,F,0,College,Single,$60K - $80K,Silver,67,5,14963,"Q1,2019",2,4,2711,116,13347,0.089,9655,280.1355,Singapore,Central Region,Jurong West,2/12/2019,2019,1,February,Utility,Gas Bill
710424408,Existing Customer,63,M,2,Graduate,Married,$40K - $60K,Blue,48,5,2743,"none,2019",2,8,2156,137,928,0.391,1750.5312,49.580406,Brunei,Belait,Mukim Liang,,,,,Bank,ATM Withdrawal
710213508,Attrited Customer,63,M,1,College,Divorced,$60K - $80K,Gold,66,2,23355,"Q3,2019",7,6,2258,121,22294,0.0475,9312,263.252466,Brunei,Brunei-Muara,Jerudong,8/13/2019,2019,3,August,Bank,Deposit
709494483,Existing Customer,63,F,0,High School,Married,Less than $40K,Blue,66,4,2420,"none,2019",8,2,2297,123,508,0.475,1871,52.862571,Philippines,Metro Manila,Taguig,,,,,Utility,Gas Bill
709451508,Existing Customer,63,F,1,College,Married,$60K - $80K,Silver,62,6,12766,"none,2019",4,6,1447,53,12766,0.055,8648,241.592063,Laos,Luang Prabang,Moung Ngoi,,,,,Retail,Clothing Store
709350783,Existing Customer,63,F,0,College,Single,Less than $40K,Silver,36,6,4847,"none,2018",6,2,2854,131,2991,0.2965,2478,69.83844,Cambodia,Sihanoukville,Kampong Kdei,,,,,Retail,Bookstore
709250508,Existing Customer,63,M,1,College,Single,$40K - $60K,Silver,56,3,6973,"none,2018",5,4,2978,174,4456,0.2155,3522,97.194408,Cambodia,Siem Reap,Kampong Cham,,,,,Bank,Deposit
708938508,Existing Customer,63,M,1,High School,Married,$40K - $60K,Silver,36,5,4559,"none,2018",7,4,1928,121,2988,0.2125,2660,73.614633,Thailand,Phuket,Thalang,,,,,Utility,Gas Bill
708217758,Existing Customer,63,M,2,Graduate,Married,$60K - $80K,Silver,61,5,14035,"none,2019",6,6,2850,73,11974,0.1035,4357,119.515608,Indonesia,Jakarta,Jakarta Pusat,,,,,Retail,Clothing Store
716580933,Existing Customer,63,M,0,Uneducated,Single,Less than $40K,Blue,36,3,1970,"none,2018",4,6,2055,116,746,0.5205,5418.4496,153.887998,Vietnam,Ho Chi Minh City,District 3,,,,,Bank,ATM Withdrawal
712071708,Existing Customer,63,F,0,Graduate,Married,$40K - $60K,Blue,36,6,2107,"none,2018",3,8,2132,99,756,0.5055,3348,97.04025,Laos,Pakse,Champasak,,,,,Bank,Deposit
714418158,Existing Customer,63,F,0,College,Single,$40K - $60K,Silver,68,2,7264,"none,2019",8,4,2343,102,6413,0.1635,3334,92.12856,Laos,Pakse,Champasak,,,,,Utility,Electricity Bill
716102583,Existing Customer,63,F,1,Graduate,Married,$40K - $60K,Blue,65,6,2675,"none,2019",1,6,3106,79,158,0.5805,5302.0464,150.485482,Indonesia,Jakarta,Jakarta Timur,,,,,Utility,Electricity Bill
715203108,Existing Customer,63,M,2,High School,Married,$40K - $60K,Silver,48,2,5007,"none,2019",4,4,2402,85,4077,0.238,4676.1264,132.663632,Indonesia,Jawa Tengah,Magelang,,,,,Retail,Bookstore
714731208,Existing Customer,63,F,0,Uneducated,Single,Less than $40K,Blue,55,6,1651,"none,2018",5,4,2918,154,218,0.884,4175,119.326575,Thailand,Phuket,Phuket City,,,,,Utility,Gas Bill
714571008,Existing Customer,63,F,2,College,Married,Less than $40K,Blue,36,3,1438.3,"none,2018",5,6,1488,143,1438.3,0.37,4795.2656,135.248932,Philippines,Central Luzon,Tarlac City,,,,,Bank,Credit Card Payment
714013083,Existing Customer,63,F,2,Graduate,Married,Less than $40K,Blue,53,4,3067,"none,2018",8,8,2269,143,1193,0.3705,4411,125.461956,Thailand,Phuket,Kathu,,,,,Utility,Electricity Bill
712965183,Existing Customer,63,F,2,Graduate,Married,$40K - $60K,Blue,52,5,2689,"none,2018",8,6,3350,102,588,0.6205,5053,142.638921,Laos,Pakse,Thakhek,,,,,Bank,Online Transfer
712129158,Existing Customer,63,M,0,College,Single,$60K - $80K,Silver,36,2,7997,"none,2018",6,2,1868,196,6901,0.1185,3714,104.9934,Myanmar,Mandalay,Mahaaungmyay,,,,,Bank,ATM Withdrawal
712084383,Existing Customer,63,M,1,Graduate,Single,$40K - $60K,Silver,68,4,7936,"none,2019",5,4,2940,119,5855,0.186,2868,81.076336,Malaysia,Kedah,Kulim,,,,,Retail,Bookstore
713037333,Existing Customer,63,M,1,Graduate,Single,$80K - $120K,Gold,55,6,21430,"none,2018",2,4,297,148,21430,0.005,10407,305.470398,Singapore,East Region,Tampines,,,,,Bank,Online Transfer
713366583,Existing Customer,63,F,1,High School,Married,Less than $40K,Blue,68,6,3055,"none,2019",3,6,3089,91,1370,0.506,5254,151.316548,Malaysia,Johor,Kluang,,,,,Utility,Electricity Bill
769576608,Attrited Customer,62,M,1,Graduate,Single,$60K - $80K,Silver,61,4,12814,"Q3,2019",6,4,1315,129,11804,0.0495,11663,330.361998,Indonesia,Jakarta,Kepulauan Seribu,7/25/2019,2019,3,July,Utility,Gas Bill
770871708,Existing Customer,62,M,0,Graduate,Married,$40K - $60K,Blue,60,5,2591,"none,2019",5,10,1289,118,2591,0.25,4774,135.619086,Thailand,Phuket,Mueang Phuket,,,,,Utility,Water Bill
772036233,Existing Customer,62,M,1,Graduate,Single,$60K - $80K,Silver,51,6,5711,"none,2018",8,6,1035,125,5711,0.09,5327,150.1383,Malaysia,Selangor,Shah Alam,,,,,Bank,Credit Card Payment
772712658,Existing Customer,62,F,0,High School,Married,$40K - $60K,Blue,50,5,3791,"none,2018",6,4,2350,133,2143,0.3125,4690,132.415308,Malaysia,Selangor,Klang,,,,,Utility,Internet Bill
772155108,Existing Customer,62,F,0,High School,Married,Less than $40K,Blue,63,6,2000,"none,2019",7,8,549,142,1438.3,0.135,4727,134.443503,Thailand,Phuket,Chalong,,,,,Retail,Clothing Store
772303458,Existing Customer,62,F,0,College,Married,$40K - $60K,Blue,51,3,3377,"none,2018",7,4,1413,115,2429,0.2105,5513,155.722302,Indonesia,Jawa Barat,Cirebon,,,,,Utility,Gas Bill
779330208,Existing Customer,62,F,1,College,Married,Less than $40K,Blue,56,3,2378,"none,2019",6,6,2423,161,768,0.5085,3071,87.310548,Philippines,Metro Manila,Pasay,,,,,Utility,Water Bill
779338683,Existing Customer,62,M,1,Graduate,Married,$60K - $80K,Silver,44,5,14825,"none,2018",3,4,1862,152,13863,0.0625,6675,193.631437,Brunei,Brunei-Muara,Jerudong,,,,,Utility,Internet Bill
768475383,Existing Customer,62,F,0,Graduate,Single,$40K - $60K,Blue,68,6,4467,"none,2019",1,4,404,124,4467,0.045,5586,160.631464,Indonesia,Jawa Barat,Tasikmalaya,,,,,Retail,Bookstore
721202058,Attrited Customer,62,F,0,High School,Married,$40K - $60K,Blue,61,4,4409,"Q3,2019",7,2,2251,90,3624,0.254,2885,81.972366,Singapore,Central Region,Woodlands,7/27/2019,2019,3,July,Utility,Electricity Bill
720714933,Existing Customer,62,F,1,Graduate,Married,Less than $40K,Blue,49,4,3143,"none,2018",4,4,2758,110,626,0.4405,5571,159.06456,Laos,Pakse,Vientiane,,,,,Retail,Electronics Store
788210583,Existing Customer,62,M,0,College,Married,Less than $40K,Blue,66,3,1600,"none,2019",4,8,483,75,1438.3,0.15,5076.5488,144.164744,Vietnam,Da Nang,Hải Châu,,,,,Retail,Bookstore
719401158,Existing Customer,62,F,0,College,Single,$40K - $60K,Blue,53,1,4136,"none,2018",7,6,1443,167,4136,0.175,5217,146.809962,Indonesia,Jawa Timur,Kediri,,,,,Utility,Gas Bill
719739108,Existing Customer,62,F,0,Graduate,Divorced,$40K - $60K,Silver,50,3,11352,"none,2018",2,8,2884,138,8835,0.126,13699,403.035654,Vietnam,Hanoi,Ba Đình,,,,,Utility,Electricity Bill
720016308,Existing Customer,62,F,1,Uneducated,Single,Less than $40K,Blue,54,4,1927,"none,2018",2,4,1672,179,608,0.432,5058.6576,143.677788,Myanmar,Yangon,Dagon,,,,,Retail,Bookstore
720431433,Existing Customer,62,M,1,Graduate,Married,$40K - $60K,Blue,36,5,3198,"none,2018",3,4,2916,139,890,0.456,5162,149.031976,Singapore,East Region,Pasir Ris,,,,,Retail,Sporting Goods
755953308,Existing Customer,62,F,0,High School,Married,$40K - $60K,Blue,55,6,2644,"none,2018",4,8,2711,135,437,0.5125,3113.064,87.14158,Brunei,Belait,Seria,,,,,Utility,Gas Bill
721221783,Existing Customer,62,M,2,Graduate,Single,$40K - $60K,Silver,60,6,5844,"none,2019",9,4,2549,173,3831,0.217,5678,158.270556,Singapore,Central Region,Bukit Batok,,,,,Retail,Electronics Store
721464783,Attrited Customer,62,F,0,Graduate,Married,Less than $40K,Blue,48,3,1764,"Q3,2019",6,4,1785,143,224,0.5065,4502,128.313432,Thailand,Chiang Mai,Fang,7/5/2019,2019,3,July,Retail,Bookstore
737052258,Existing Customer,62,F,1,College,Single,$40K - $60K,Silver,67,6,5284,"none,2019",4,2,3084,165,2767,0.293,5393,152.995188,Philippines,Calabarzon,Batangas City,,,,,Retail,Sporting Goods
711626658,Attrited Customer,62,F,1,High School,Single,Less than $40K,Blue,36,2,1930,"Q2,2018",3,4,0,45,1930,0,1877,53.4945,Laos,Vientiane,Sisattanak,6/14/2018,2018,2,June,Retail,Bookstore
794977533,Attrited Customer,62,M,0,High School,Married,$60K - $80K,Silver,56,3,8077,"Q4,2018",3,2,0,16,8077,0,8686,247.551,Brunei,Brunei-Muara,Tutong,11/28/2018,2018,4,November,Utility,Water Bill
711332883,Attrited Customer,62,M,1,High School,Married,$60K - $80K,Silver,46,2,7547,"Q3,2018",3,3,2477,73,5070,0.328,1844,52.554,Indonesia,Jawa Barat,Bekasi,8/4/2018,2018,3,August,Utility,Gas Bill
713388108,Attrited Customer,62,F,0,High School,Single,Less than $40K,Silver,51,4,5210,"Q2,2018",2,3,0,36,5210,0,3162,90.117,Philippines,Calabarzon,Calamba,5/19/2018,2018,2,May,Retail,Bookstore
713945883,Attrited Customer,62,F,2,Graduate,Married,Less than $40K,Blue,52,4,2490,"Q3,2018",2,2,513,20,1977,0.206,1494,42.579,Malaysia,Johor,Kulai,9/8/2018,2018,3,September,Bank,ATM Withdrawal
714078558,Attrited Customer,62,F,1,High School,Married,$40K - $60K,Silver,53,2,5249,"Q1,2018",1,1,0,31,5249,0,3758,107.103,Vietnam,Ho Chi Minh City,District 10,2/17/2018,2018,1,February,Retail,Electronics Store
720508233,Attrited Customer,62,M,0,Graduate,Single,$60K - $80K,Gold,42,3,17161,"Q4,2018",4,4,0,42,17161,0,4463,125.63345,Thailand,Phuket,Mueang Phuket,10/9/2018,2018,4,October,Bank,Online Transfer
737921733,Attrited Customer,62,F,1,Uneducated,Single,Less than $40K,Blue,55,3,1892,"Q2,2018",3,3,1604,34,288,0.848,5053,144.0105,Brunei,Brunei-Muara,Kuala Belait,6/5/2018,2018,2,June,Bank,ATM Withdrawal
774760458,Attrited Customer,62,F,1,High School,Married,$40K - $60K,Blue,56,3,3807,"Q2,2018",5,1,2517,36,1290,0.661,4730,134.805,Myanmar,Yangon,Lanmadaw,6/9/2018,2018,2,June,Utility,Electricity Bill
719385558,Existing Customer,62,F,0,College,Married,Less than $40K,Blue,61,6,2000,"none,2019",1,4,1061,62,1438.3,0.265,4510.0944,128.346722,Singapore,East Region,Marine Parade,,,,,Bank,Online Transfer
789713208,Attrited Customer,62,F,0,High School,Single,Less than $40K,Blue,50,6,2936,"Q2,2018",3,5,326,29,2610,0.111,8055,229.5675,Malaysia,Johor,Johor Bahru,4/23/2018,2018,2,April,Utility,Internet Bill
